code,description,mdc,adrg
30177-00,"Lipectomy of abdominal apron, radical",21B,X05
30177-00,"Lipectomy of abdominal apron, radical",21B,X06
30178-00,Cls sec defect abdo w umbilicus recon,06,G10
30178-00,Cls sec defect abdo w umbilicus recon,07,H06
30178-00,Cls sec defect abdo w umbilicus recon,09,J11
30178-00,Cls sec defect abdo w umbilicus recon,17,R01
30178-00,Cls sec defect abdo w umbilicus recon,17,R02
30178-00,Cls sec defect abdo w umbilicus recon,21A,W03
30178-00,Cls sec defect abdo w umbilicus recon,21B,X06
30180-00,Partial excision axillary sweat glands,09,J11
30183-00,Total excision of axillary sweat glands,09,J11
30186-00,Removal of plantar wart,09,J11
30186-01,Removal of palmar wart,09,J11
30189-00,Removal of molluscum contagiosum,09,J11
30189-01,Removal of other wart,09,J11
30190-00,Laser to lesion of face or neck,09,J11
30192-00,Other destruction of lesion of skin,09,J11
30195-00,"Curettage lesion of skin, single lsn",09,J11
30195-01,"Curettage lsn skin, multiple lsn",09,J11
30195-02,"Laser to lesion of skin, single lesion",09,J11
30195-03,Laser to multiple skin lesions,09,J11
30195-04,Cryotherapy of single skin lesion,09,J11
30195-05,Cryotherapy of multiple skin lesions,09,J11
30195-06,Electrotherapy of single skin lesion,09,J11
30195-07,Electrotherapy of multiple skin lesions,09,J11
30205-00,"Cryotherapy sgl lsn, skin & cart",09,J11
30205-01,"Cryotherapy mult lsn, sk & cart",09,J11
30213-00,Diathermy of telangiectases of head/neck,09,J11
30223-03,"Incision & drain abscess, soft tissue",01,B06
30223-03,"Incision & drain abscess, soft tissue",01,B07
30223-03,"Incision & drain abscess, soft tissue",03,D12
30223-03,"Incision & drain abscess, soft tissue",08,I12
30223-03,"Incision & drain abscess, soft tissue",08,I27
30223-03,"Incision & drain abscess, soft tissue",09,J11
30223-03,"Incision & drain abscess, soft tissue",09,J12
30223-03,"Incision & drain abscess, soft tissue",09,J13
30223-03,"Incision & drain abscess, soft tissue",10,K01
30223-03,"Incision & drain abscess, soft tissue",10,K09
30223-03,"Incision & drain abscess, soft tissue",21A,W04
30223-03,"Incision & drain abscess, soft tissue",21B,X04
30223-03,"Incision & drain abscess, soft tissue",21B,X05
30223-03,"Incision & drain abscess, soft tissue",21B,X06
30224-00,"Perc drainage abscess, soft tissue",01,B06
30224-00,"Perc drainage abscess, soft tissue",01,B07
30224-00,"Perc drainage abscess, soft tissue",08,I12
30224-00,"Perc drainage abscess, soft tissue",08,I27
30224-00,"Perc drainage abscess, soft tissue",09,J11
30224-00,"Perc drainage abscess, soft tissue",09,J12
30224-00,"Perc drainage abscess, soft tissue",09,J13
30224-00,"Perc drainage abscess, soft tissue",21A,W04
30224-00,"Perc drainage abscess, soft tissue",21B,X04
30224-00,"Perc drainage abscess, soft tissue",21B,X05
30224-00,"Perc drainage abscess, soft tissue",21B,X06
30224-01,Perc drain intrabdo abs haematoma cyst,01,B06
30224-01,Perc drain intrabdo abs haematoma cyst,01,B07
30224-01,Perc drain intrabdo abs haematoma cyst,06,G12
30224-01,Perc drain intrabdo abs haematoma cyst,07,H06
30224-01,Perc drain intrabdo abs haematoma cyst,08,I12
30224-01,Perc drain intrabdo abs haematoma cyst,08,I27
30224-01,Perc drain intrabdo abs haematoma cyst,09,J11
30224-01,Perc drain intrabdo abs haematoma cyst,11,L09
30224-01,Perc drain intrabdo abs haematoma cyst,13,N11
30224-01,Perc drain intrabdo abs haematoma cyst,21A,W04
30224-01,Perc drain intrabdo abs haematoma cyst,21B,X04
30224-01,Perc drain intrabdo abs haematoma cyst,21B,X05
30224-01,Perc drain intrabdo abs haematoma cyst,21B,X06
30224-02,Perc drain retrpertnl abs haemtma cyst,01,B06
30224-02,Perc drain retrpertnl abs haemtma cyst,01,B07
30224-02,Perc drain retrpertnl abs haemtma cyst,06,G12
30224-02,Perc drain retrpertnl abs haemtma cyst,07,H06
30224-02,Perc drain retrpertnl abs haemtma cyst,08,I12
30224-02,Perc drain retrpertnl abs haemtma cyst,08,I27
30224-02,Perc drain retrpertnl abs haemtma cyst,09,J11
30224-02,Perc drain retrpertnl abs haemtma cyst,21A,W04
30224-02,Perc drain retrpertnl abs haemtma cyst,21B,X04
30224-02,Perc drain retrpertnl abs haemtma cyst,21B,X05
30224-02,Perc drain retrpertnl abs haemtma cyst,21B,X06
30225-00,Re-ins drain tube soft tis abscess,08,I12
30225-00,Re-ins drain tube soft tis abscess,08,I27
30225-00,Re-ins drain tube soft tis abscess,21A,W04
30225-00,Re-ins drain tube soft tis abscess,21B,X04
30225-00,Re-ins drain tube soft tis abscess,21B,X05
30225-00,Re-ins drain tube soft tis abscess,21B,X06
30226-00,"Fasciotomy, not elsewhere classified",01,B06
30226-00,"Fasciotomy, not elsewhere classified",01,B07
30226-00,"Fasciotomy, not elsewhere classified",08,I12
30226-00,"Fasciotomy, not elsewhere classified",08,I27
30226-00,"Fasciotomy, not elsewhere classified",09,J11
30226-00,"Fasciotomy, not elsewhere classified",09,J12
30226-00,"Fasciotomy, not elsewhere classified",09,J13
30226-00,"Fasciotomy, not elsewhere classified",21A,W04
30226-00,"Fasciotomy, not elsewhere classified",21B,X04
30226-00,"Fasciotomy, not elsewhere classified",21B,X05
30226-00,"Fasciotomy, not elsewhere classified",21B,X06
30229-00,"Excision of muscle, NEC",01,B06
30229-00,"Excision of muscle, NEC",01,B07
30229-00,"Excision of muscle, NEC",08,I12
30229-00,"Excision of muscle, NEC",08,I27
30229-00,"Excision of muscle, NEC",09,J11
30229-00,"Excision of muscle, NEC",09,J12
30229-00,"Excision of muscle, NEC",09,J13
30229-00,"Excision of muscle, NEC",21A,W04
30229-00,"Excision of muscle, NEC",21B,X04
30229-00,"Excision of muscle, NEC",21B,X05
30229-00,"Excision of muscle, NEC",21B,X06
30235-00,"Repair of ruptured muscle, NEC",01,B06
30235-00,"Repair of ruptured muscle, NEC",01,B07
30235-00,"Repair of ruptured muscle, NEC",08,I12
30235-00,"Repair of ruptured muscle, NEC",08,I27
30235-00,"Repair of ruptured muscle, NEC",09,J11
30235-00,"Repair of ruptured muscle, NEC",09,J12
30235-00,"Repair of ruptured muscle, NEC",09,J13
30235-00,"Repair of ruptured muscle, NEC",21A,W04
30235-00,"Repair of ruptured muscle, NEC",21B,X04
30235-00,"Repair of ruptured muscle, NEC",21B,X05
30235-00,"Repair of ruptured muscle, NEC",21B,X06
30238-00,"Repair of fascia, NEC",01,B06
30238-00,"Repair of fascia, NEC",01,B07
30238-00,"Repair of fascia, NEC",08,I12
30238-00,"Repair of fascia, NEC",08,I27
30238-00,"Repair of fascia, NEC",09,J11
30238-00,"Repair of fascia, NEC",09,J12
30238-00,"Repair of fascia, NEC",09,J13
30238-00,"Repair of fascia, NEC",21A,W04
30238-00,"Repair of fascia, NEC",21B,X04
30238-00,"Repair of fascia, NEC",21B,X05
30238-00,"Repair of fascia, NEC",21B,X06
30241-00,"Excision of lesion of bone, NEC",03,D12
30241-00,"Excision of lesion of bone, NEC",04,E02
30241-00,"Excision of lesion of bone, NEC",08,I12
30241-00,"Excision of lesion of bone, NEC",08,I23
30241-00,"Excision of lesion of bone, NEC",10,K09
30241-00,"Excision of lesion of bone, NEC",21A,W04
30241-00,"Excision of lesion of bone, NEC",21B,X04
30241-00,"Excision of lesion of bone, NEC",21B,X05
30241-00,"Excision of lesion of bone, NEC",21B,X06
30244-00,R/O styloid process of temporal bone,01,B02
30244-00,R/O styloid process of temporal bone,08,I12
30244-00,R/O styloid process of temporal bone,08,I15
30244-00,R/O styloid process of temporal bone,17,R01
30244-00,R/O styloid process of temporal bone,17,R02
30244-00,R/O styloid process of temporal bone,21A,W01
30244-00,R/O styloid process of temporal bone,21B,X06
30247-00,Total excision of parotid gland,03,D05
30250-00,"Tot exc parotid gland, preserve fac nrv",03,D05
30253-00,Partial excision of parotid gland,03,D05
30255-00,Removal of submandibular ducts,03,D14
30255-00,Removal of submandibular ducts,21A,W04
30255-00,Removal of submandibular ducts,21B,X06
30256-00,Excision of submandibular gland,03,D14
30259-00,Excision of sublingual gland,03,D14
30262-01,Destruction of salivary gland or duct,03,D14
30266-01,Marsupialisation cyst salivary gland/dct,03,D14
30269-00,Repair fistula of salivary gland or duct,03,D14
30269-00,Repair fistula of salivary gland or duct,21A,W04
30269-00,Repair fistula of salivary gland or duct,21B,X06
30272-00,Partial excision of tongue,03,D02
30275-00,Radical excision of intraoral lesion,03,D02
30275-00,Radical excision of intraoral lesion,09,J11
30275-00,Radical excision of intraoral lesion,21A,W04
30275-00,Radical excision of intraoral lesion,21B,X06
30275-00,Radical excision of intraoral lesion,22,Y01
30275-00,Radical excision of intraoral lesion,22,Y03
30283-00,Excision of cyst of mouth,03,D14
30283-00,Excision of cyst of mouth,09,J11
30283-00,Excision of cyst of mouth,21A,W04
30283-00,Excision of cyst of mouth,21B,X06
30283-00,Excision of cyst of mouth,22,Y01
30283-00,Excision of cyst of mouth,22,Y03
30286-00,Excision of branchial cyst,03,D12
30286-00,Excision of branchial cyst,09,J11
30289-00,Excision of branchial fistula,03,D12
30289-00,Excision of branchial fistula,09,J11
30289-00,Excision of branchial fistula,21B,X06
30293-00,Oesophagostomy,03,D12
30293-00,Oesophagostomy,06,G03
30293-00,Oesophagostomy,17,R01
30293-00,Oesophagostomy,17,R02
30293-00,Oesophagostomy,21A,W04
30293-00,Oesophagostomy,21B,X06
30293-00,Oesophagostomy,22,Y01
30293-00,Oesophagostomy,22,Y03
30293-01,Closure of oesophagostomy,03,D12
30293-01,Closure of oesophagostomy,06,G03
30293-01,Closure of oesophagostomy,17,R01
30293-01,Closure of oesophagostomy,17,R02
30293-01,Closure of oesophagostomy,21A,W04
30293-01,Closure of oesophagostomy,21B,X06
30293-01,Closure of oesophagostomy,22,Y01
30293-01,Closure of oesophagostomy,22,Y03
30293-02,Oesophagotomy,03,D12
30293-02,Oesophagotomy,06,G03
30293-02,Oesophagotomy,21A,W04
30293-02,Oesophagotomy,21B,X06
30293-02,Oesophagotomy,22,Y01
30293-02,Oesophagotomy,22,Y03
30294-00,Cervical oesophagectomy,00,A15
30294-00,Cervical oesophagectomy,21A,W01
30294-00,Cervical oesophagectomy,22,Y01
30294-01,Laryngopharyngectomy & plastic recon,00,A15
30294-01,Laryngopharyngectomy & plastic recon,21A,W01
30296-01,Total thyroidectomy,10,K06
30297-02,Thyrdecty foll prev thyroid surg,10,K06
30306-01,"Total thyroid lobectomy, unilateral",10,K06
30308-00,"Subtotal thyroidectomy, bilateral",10,K06
30310-00,"Subtotal thyroidectomy, unilateral",10,K06
30313-00,Excision of thyroglossal cyst,03,D12
30313-00,Excision of thyroglossal cyst,10,K08
30314-00,Radical exc thyroglossal cyst or fistula,03,D12
30314-00,Radical exc thyroglossal cyst or fistula,10,K08
30315-00,Subtotal parathyroidectomy,10,K05
30315-00,Subtotal parathyroidectomy,11,L09
30315-01,Total parathyroidectomy,10,K05
30315-01,Total parathyroidectomy,11,L03
30315-01,Total parathyroidectomy,11,L04
30317-00,Re-exploration of lymph node of neck,09,J11
30320-00,Exploration mediastinum v mediastinotomy,04,E02
30320-00,Exploration mediastinum v mediastinotomy,05,F21
30320-00,Exploration mediastinum v mediastinotomy,10,K09
30320-00,Exploration mediastinum v mediastinotomy,17,R01
30320-00,Exploration mediastinum v mediastinotomy,17,R02
30320-00,Exploration mediastinum v mediastinotomy,21A,W04
30320-00,Exploration mediastinum v mediastinotomy,21B,X06
30321-00,Exc retroperitoneal neuro-endocrine lsn,06,G12
30321-00,Exc retroperitoneal neuro-endocrine lsn,07,H06
30321-00,Exc retroperitoneal neuro-endocrine lsn,10,K09
30321-00,Exc retroperitoneal neuro-endocrine lsn,13,N11
30321-00,Exc retroperitoneal neuro-endocrine lsn,17,R01
30321-00,Exc retroperitoneal neuro-endocrine lsn,17,R02
30323-00,Exc retrpertnl neurendocrn lsn w dissect,06,G12
30323-00,Exc retrpertnl neurendocrn lsn w dissect,07,H06
30323-00,Exc retrpertnl neurendocrn lsn w dissect,10,K09
30323-00,Exc retrpertnl neurendocrn lsn w dissect,13,N11
30323-00,Exc retrpertnl neurendocrn lsn w dissect,17,R01
30323-00,Exc retrpertnl neurendocrn lsn w dissect,17,R02
30373-00,Exploratory laparotomy,05,F21
30373-00,Exploratory laparotomy,06,G12
30373-00,Exploratory laparotomy,07,H05
30373-00,Exploratory laparotomy,09,J11
30373-00,Exploratory laparotomy,10,K09
30373-00,Exploratory laparotomy,11,L09
30373-00,Exploratory laparotomy,12,M01
30373-00,Exploratory laparotomy,13,N11
30373-00,Exploratory laparotomy,17,R01
30373-00,Exploratory laparotomy,17,R02
30373-00,Exploratory laparotomy,21A,W03
30373-00,Exploratory laparotomy,21B,X06
30373-00,Exploratory laparotomy,22,Y01
30373-00,Exploratory laparotomy,22,Y03
30375-00,Caecostomy,06,G02
30375-00,Caecostomy,17,R01
30375-00,Caecostomy,17,R02
30375-00,Caecostomy,21A,W03
30375-00,Caecostomy,21B,X06
30375-02,Colotomy,06,G05
30375-02,Colotomy,17,R01
30375-02,Colotomy,17,R02
30375-02,Colotomy,21A,W03
30375-02,Colotomy,21B,X06
30375-03,Enterotomy of small intestine,06,G05
30375-03,Enterotomy of small intestine,17,R01
30375-03,Enterotomy of small intestine,17,R02
30375-03,Enterotomy of small intestine,21A,W03
30375-03,Enterotomy of small intestine,21B,X06
30375-04,Other colostomy,06,G02
30375-04,Other colostomy,17,R01
30375-04,Other colostomy,17,R02
30375-04,Other colostomy,21A,W03
30375-04,Other colostomy,21B,X06
30375-05,Cholecystostomy,06,G12
30375-05,Cholecystostomy,07,H02
30375-06,Gastrotomy,06,G03
30375-06,Gastrotomy,07,H06
30375-06,Gastrotomy,10,K12
30375-06,Gastrotomy,17,R01
30375-06,Gastrotomy,17,R02
30375-06,Gastrotomy,21A,W03
30375-06,Gastrotomy,21B,X06
30375-06,Gastrotomy,22,Y01
30375-06,Gastrotomy,22,Y03
30375-08,Reduction intussusception sm intestine,06,G02
30375-08,Reduction intussusception sm intestine,07,H06
30375-08,Reduction intussusception sm intestine,17,R01
30375-08,Reduction intussusception sm intestine,17,R02
30375-08,Reduction intussusception sm intestine,21A,W03
30375-08,Reduction intussusception sm intestine,21B,X06
30375-09,Excision of Meckel's diverticulum,06,G11
30375-09,Excision of Meckel's diverticulum,17,R01
30375-09,Excision of Meckel's diverticulum,17,R02
30375-10,Suture of perforated ulcer,06,G03
30375-11,"Reduction intussusception, lrg intestine",06,G02
30375-11,"Reduction intussusception, lrg intestine",07,H06
30375-11,"Reduction intussusception, lrg intestine",17,R01
30375-11,"Reduction intussusception, lrg intestine",17,R02
30375-11,"Reduction intussusception, lrg intestine",21A,W03
30375-11,"Reduction intussusception, lrg intestine",21B,X06
30375-12,Reduction of gastric volvulus,06,G03
30375-12,Reduction of gastric volvulus,07,H06
30375-12,Reduction of gastric volvulus,10,K09
30375-12,Reduction of gastric volvulus,21A,W03
30375-12,Reduction of gastric volvulus,21B,X06
30375-13,Pyloroplasty,06,G03
30375-14,Incision and drainage of pancreas,07,H01
30375-15,Gastrotomy with removal of foreign body,06,G03
30375-15,Gastrotomy with removal of foreign body,07,H06
30375-15,Gastrotomy with removal of foreign body,10,K12
30375-15,Gastrotomy with removal of foreign body,17,R01
30375-15,Gastrotomy with removal of foreign body,17,R02
30375-15,Gastrotomy with removal of foreign body,21A,W03
30375-15,Gastrotomy with removal of foreign body,21B,X06
30375-15,Gastrotomy with removal of foreign body,22,Y01
30375-15,Gastrotomy with removal of foreign body,22,Y03
30375-17,Reduction of volvulus of large intestine,06,G02
30375-17,Reduction of volvulus of large intestine,07,H06
30375-17,Reduction of volvulus of large intestine,17,R01
30375-17,Reduction of volvulus of large intestine,17,R02
30375-17,Reduction of volvulus of large intestine,21A,W03
30375-17,Reduction of volvulus of large intestine,21B,X06
30375-18,Reduction of volvulus of small intestine,06,G02
30375-18,Reduction of volvulus of small intestine,07,H06
30375-18,Reduction of volvulus of small intestine,17,R01
30375-18,Reduction of volvulus of small intestine,17,R02
30375-18,Reduction of volvulus of small intestine,21A,W03
30375-18,Reduction of volvulus of small intestine,21B,X06
30375-19,Other repair of small intestine,06,G02
30375-19,Other repair of small intestine,21A,W03
30375-19,Other repair of small intestine,21B,X06
30375-20,Splenotomy,16,Q01
30375-20,Splenotomy,17,R01
30375-20,Splenotomy,17,R02
30375-20,Splenotomy,21A,W03
30375-20,Splenotomy,21B,X06
30375-21,Other procedures on spleen,06,G12
30375-21,Other procedures on spleen,16,Q01
30375-21,Other procedures on spleen,17,R01
30375-21,Other procedures on spleen,17,R02
30375-21,Other procedures on spleen,21A,W03
30375-21,Other procedures on spleen,21B,X06
30375-22,Transabdominal gastroscopy,06,G03
30375-22,Transabdominal gastroscopy,07,H05
30375-22,Transabdominal gastroscopy,17,R01
30375-22,Transabdominal gastroscopy,17,R02
30375-22,Transabdominal gastroscopy,21A,W03
30375-22,Transabdominal gastroscopy,21B,X06
30375-22,Transabdominal gastroscopy,22,Y01
30375-22,Transabdominal gastroscopy,22,Y03
30375-23,Endosc exam large intestine v laparotomy,06,G05
30375-23,Endosc exam large intestine v laparotomy,21A,W03
30375-23,Endosc exam large intestine v laparotomy,21B,X06
30375-24,Suture of small intestine,06,G02
30375-24,Suture of small intestine,21A,W03
30375-24,Suture of small intestine,21B,X06
30375-25,Suture of laceration of large intestine,06,G02
30375-25,Suture of laceration of large intestine,21A,W03
30375-25,Suture of laceration of large intestine,21B,X06
30375-26,Cholecystotomy,07,H02
30375-27,Marsupialisation of pancreatic cyst,07,H01
30375-28,Temporary colostomy,06,G02
30375-28,Temporary colostomy,17,R01
30375-28,Temporary colostomy,17,R02
30375-28,Temporary colostomy,21A,W03
30375-28,Temporary colostomy,21B,X06
30375-29,Temporary ileostomy,06,G02
30375-29,Temporary ileostomy,17,R01
30375-29,Temporary ileostomy,17,R02
30375-29,Temporary ileostomy,21A,W03
30375-29,Temporary ileostomy,21B,X06
30375-30,Appendicostomy,06,G02
30375-30,Appendicostomy,17,R01
30375-30,Appendicostomy,17,R02
30375-30,Appendicostomy,21A,W03
30375-30,Appendicostomy,21B,X06
30375-31,Gastro-gastrostomy,06,G03
30375-31,Gastro-gastrostomy,10,K12
30375-31,Gastro-gastrostomy,21A,W03
30375-31,Gastro-gastrostomy,21B,X06
30375-31,Gastro-gastrostomy,22,Y01
30375-31,Gastro-gastrostomy,22,Y03
30378-00,Division of abdominal adhesions,06,G04
30378-00,Division of abdominal adhesions,07,H06
30378-00,Division of abdominal adhesions,13,N11
30378-00,Division of abdominal adhesions,21A,W03
30378-00,Division of abdominal adhesions,21B,X06
30382-00,Rad rep enterocutaneous fist sm intest,06,G02
30382-00,Rad rep enterocutaneous fist sm intest,21A,W03
30382-00,Rad rep enterocutaneous fist sm intest,21B,X06
30382-01,Perc rep enterocutaneous fist sm intest,06,G02
30382-01,Perc rep enterocutaneous fist sm intest,21A,W03
30382-01,Perc rep enterocutaneous fist sm intest,21B,X06
30382-02,Rad rep enterocutaneous fist lrg intest,06,G02
30382-02,Rad rep enterocutaneous fist lrg intest,21A,W03
30382-02,Rad rep enterocutaneous fist lrg intest,21B,X06
30382-03,Perc rep enterocutaneous fist lrg intest,06,G02
30382-03,Perc rep enterocutaneous fist lrg intest,21A,W03
30382-03,Perc rep enterocutaneous fist lrg intest,21B,X06
30385-00,Postoperative reopening laparotomy site,05,F21
30385-00,Postoperative reopening laparotomy site,06,G12
30385-00,Postoperative reopening laparotomy site,07,H06
30385-00,Postoperative reopening laparotomy site,11,L09
