code,description,age_l,age_h,sex
D07.0,Carcinoma in situ of endometrium,,,FEML
D07.1,Carcinoma in situ of vulva,,,FEML
D07.2,Carcinoma in situ of vagina,,,FEML
D07.3,Ca in situ oth / unsp female gen org,,,FEML
D07.4,Carcinoma in situ of penis,,,MALE
D07.5,Carcinoma in situ of prostate,,,MALE
D07.6,Ca in situ oth / unsp male genital org,,,MALE
D17.6,Benign lipomatous neoplm spermatic cord,,,MALE
D25.0,Submucous leiomyoma of uterus,,,FEML
D25.1,Intramural leiomyoma of uterus,,,FEML
D25.2,Subserosal leiomyoma of uterus,,,FEML
D25.9,Leiomyoma of uterus unspecified,,,FEML
D26.0,Other benign neoplasms of cervix uteri,,,FEML
D26.1,Other benign neoplasms of corpus uteri,,,FEML
D26.7,Other benign neoplasm other parts uterus,,,FEML
D26.9,Other benign neoplasm uterus unspecified,,,FEML
D27,Benign neoplasm of ovary,,,FEML
D28.0,Benign neoplasm of vulva,,,FEML
D28.1,Benign neoplasm of vagina,,,FEML
D28.2,Benign neoplasm uterine tubes & ligament,,,FEML
D28.7,Benign neoplasm oth spec genital organs,,,FEML
D28.9,Benign neoplm female genital organ unsp,,,FEML
D29.0,Benign neoplasm of penis,,,MALE
D29.1,Benign neoplasm of prostate,,,MALE
D29.2,Benign neoplasm of testis,,,MALE
D29.3,Benign neoplasm of epididymis,,,MALE
D29.4,Benign neoplasm of scrotum,,,MALE
D29.7,Benign neoplasm other male genital organ,,,MALE
D29.9,Benign neoplasm male genital organ unsp,,,MALE
D39.0,Neoplasm uncertain or unknown beh uterus,,,FEML
D39.1,Neoplasm uncertain or unknown beh ovary,,,FEML
D39.2,Neoplm uncertain or unknown beh placenta,,,FEML
D39.7,Neoplasm unc / unk beh oth femle gen org,,,FEML
D39.9,Neoplm unc / unk beh femle gen org unsp,,,FEML
D40.0,Neoplasm uncertain or unk beh prostate,,,MALE
D40.1,Neoplasm uncertain or unknown beh testis,,,MALE
D40.7,Neoplasm unc / unk beh male genital org,,,MALE
D40.9,Neoplm unc / unk beh male gen org unsp,,,MALE
E28.2,Polycystic ovarian syndrome,,,FEML
E28.3,Primary ovarian failure,,,FEML
E28.8,Other ovarian dysfunction,,,FEML
E28.9,Ovarian dysfunction unspecified,,,FEML
E29.0,Testicular hyperfunction,,,MALE
E29.1,Testicular hypofunction,,,MALE
E29.8,Other testicular dysfunction,,,MALE
E29.9,Testicular dysfunction unspecified,,,MALE
E89.4,Postprocedural ovarian failure,,,FEML
E89.5,Postprocedural testicular hypofunction,,,MALE
I86.1,Scrotal and other male pelvic varices,,,MALE
I86.2,Female pelvic varices,,,FEML
I86.3,Vulval varices,,,FEML
L29.1,Pruritus scroti,,,MALE
L29.2,Pruritus vulvae,,,FEML
N43.0,Encysted hydrocele,,,MALE
N43.1,Infected hydrocele,,,MALE
N43.2,Other hydrocele,,,MALE
N43.3,Hydrocele unspecified,,,MALE
N43.4,Spermatocele,,,MALE
N44,Torsion of testis,,,MALE
N45.0,Orchitis epididymitis w abscess,,,MALE
N45.9,Orchitis epididymitis wo abscess,,,MALE
N47,Redundant prepuce phimosis paraphimosis,,,MALE
N48.0,Leukoplakia of penis,,,MALE
N48.1,Balanoposthitis,,,MALE
N48.2,Other inflammatory disorders of penis,,,MALE
N48.3,Priapism,,,MALE
N48.5,Ulcer of penis,,,MALE
N48.6,Induratio penis plastica,,,MALE
N48.8,Other specified disorders of penis,,,MALE
N48.9,Disorder of penis unspecified,,,MALE
N49.0,Inflammatory disorders seminal vesicle,,,MALE
N49.1,Inf disrd sperm cd tunica vaginalis vas,,,MALE
N49.2,Inflammatory disorders of scrotum,,,MALE
N49.8,Inf disrd of oth spec male genital org,,,MALE
N49.9,Inf disrd of unsp male genital organ,,,MALE
N50.0,Atrophy of testis,,,MALE
N50.1,Vascular disrd of male genital organs,,,MALE
N50.8,Oth spec disrd of male genital organs,,,MALE
N50.9,Disorder of male genital organs unsp,,,MALE
N51.1,Disrd of testis & epididymis in dis cl/e,,,MALE
N51.2,Balanitis in diseases cl/e,,,MALE
N51.8,Oth disrd male genital org in dis cl/e,,,MALE
N70.0,Acute salpingitis and oophoritis,,,FEML
N70.9,Salpingitis and oophoritis unspecified,,,FEML
N71.0,Acute inflammatory disease of uterus,,,FEML
N71.9,Inflammatory disease of uterus unsp,,,FEML
N73.0,Acute parametritis and pelvic cellulitis,,,FEML
N73.2,Unsp parametritis and pelvic cellulitis,,,FEML
N73.3,Female acute pelvic peritonitis,,,FEML
N73.5,Female pelvic peritonitis unspecified,,,FEML
N73.6,Female pelvic peritoneal adhesions,,,FEML
N73.8,Oth spec female pelvic inflammatory dis,,,FEML
N73.9,Female pelvic inflammatory disease unsp,,,FEML
N74.0,Tuberculous infection cervix uteri,,,FEML
N74.1,Female tuberculous pelvic inf dis,,,FEML
N74.2,Female syphilitic pelvic inf dis,,,FEML
N74.3,Female gonococcal pelvic inf dis,,,FEML
N74.4,Female chlamydial pelvic inf dis,,,FEML
N74.8,Female pelvic inf disrd in oth dis cl/e,,,FEML
N75.0,Cyst of Bartholin's gland,,,FEML
N75.1,Abscess of Bartholin's gland,,,FEML
N75.8,Other diseases of Bartholin's gland,,,FEML
N75.9,Disease of Bartholin's gland unsp,,,FEML
N76.0,Acute vaginitis,,,FEML
N76.1,Subacute and chronic vaginitis,,,FEML
N76.2,Acute vulvitis,,,FEML
N76.3,Subacute and chronic vulvitis,,,FEML
N76.4,Abscess of vulva,,,FEML
N76.5,Ulceration of vagina,,,FEML
N76.6,Ulceration of vulva,,,FEML
N76.8,Oth spec inflammation of vagina & vulva,,,FEML
N77.0,Ulceration vulva infect parasit dis cl/e,,,FEML
N77.1,Vaginits vulvits infect parasit dis cl/e,,,FEML
N77.8,Vulvovaginal ulceratn inflam in dis cl/e,,,FEML
N82.0,Vesicovaginal fistula,,,FEML
N82.1,Oth femle urinary-genital tract fist,,,FEML
N82.2,Fistula of vagina to small intestine,,,FEML
N82.3,Fistula of vagina to large intestine,,,FEML
N82.4,Oth femle intest-genital tract fistulae,,,FEML
N82.5,Female genital tract-skin fistulae,,,FEML
N82.8,Other female genital tract fistulae,,,FEML
N82.9,Female genital tract fistula unsp,,,FEML
N83.0,Follicular cyst of ovary,,,FEML
N83.1,Corpus luteum cyst,,,FEML
N83.2,Other and unspecified ovarian cysts,,,FEML
N83.3,Acquired atrophy ovary & fallopian tube,,,FEML
N83.4,Prolapse & hernia ovary & fallopian tube,,,FEML
N83.5,Torsion ovary ovarian pedicle fall tube,,,FEML
N83.6,Haematosalpinx,,,FEML
N83.7,Haematoma of broad ligament,,,FEML
N83.8,Oth noninf disrd ovry fall tbe brd ligmt,,,FEML
N83.9,Noninf ovry fall tbe brd ligmt unsp,,,FEML
N84.0,Polyp of corpus uteri,,,FEML
N84.1,Polyp of cervix uteri,,,FEML
N84.2,Polyp of vagina,,,FEML
N84.3,Polyp of vulva,,,FEML
N84.8,Polyp oth parts female genital tract,,,FEML
N84.9,Polyp of female genital tract unsp,,,FEML
N85.0,Endometrial glandular hyperplasia,,,FEML
N85.1,Endometrial adenomatous hyperplasia,,,FEML
N85.2,Hypertrophy of uterus,,,FEML
N85.3,Subinvolution of uterus,,,FEML
N85.4,Malposition of uterus,,,FEML
N85.5,Inversion of uterus,,,FEML
N85.6,Intrauterine synechiae,,,FEML
N85.7,Haematometra,,,FEML
N85.8,Oth spec noninflammatory disrd of uterus,,,FEML
N85.9,Noninflammatory disorder of uterus unsp,,,FEML
N86,Erosion and ectropion of cervix uteri,,,FEML
N87.0,Mild cervical dysplasia,,,FEML
N87.1,Moderate cervical dysplasia,,,FEML
N87.2,Severe cervical dysplasia NEC,,,FEML
N87.9,Dysplasia of cervix uteri unspecified,,,FEML
N88.0,Leukoplakia of cervix uteri,,,FEML
N88.1,Old laceration of cervix uteri,,,FEML
N88.2,Stricture and stenosis of cervix uteri,,,FEML
N88.3,Incompetence of cervix uteri,,,FEML
N88.4,Hypertrophic elongation of cervix uteri,,,FEML
N88.8,Oth spec noninf disrd of cervix uteri,,,FEML
N88.9,Noninf disrd of cervix uteri unsp,,,FEML
N89.0,Mild vaginal dysplasia,,,FEML
N89.1,Moderate vaginal dysplasia,,,FEML
N89.2,Severe vaginal dysplasia NEC,,,FEML
N89.3,Dysplasia of vagina unspecified,,,FEML
N89.4,Leukoplakia of vagina,,,FEML
N89.5,Stricture and atresia of vagina,,,FEML
N89.6,Tight hymenal ring,,,FEML
N89.7,Haematocolpos,,,FEML
N89.8,Oth spec noninflammatory disrd of vagina,,,FEML
N89.9,Noninflammatory disorder of vagina unsp,,,FEML
N90.3,Dysplasia of vulva unspecified,,,FEML
N90.4,Leukoplakia of vulva,,,FEML
N90.5,Atrophy of vulva,,,FEML
N90.6,Hypertrophy of vulva,,,FEML
N90.7,Vulvar cyst,,,FEML
N90.8,Oth spec noninf disrd vulva & perineum,,,FEML
N90.9,Noninf disrd of vulva & perineum unsp,,,FEML
N93.8,Oth spec abn uterine vaginal bleeding,,,FEML
N93.9,Abnormal uterine & vaginal bleeding unsp,,,FEML
N94.8,Oth spec cond ass w femle gen org menst,,,FEML
N94.9,Unsp cond ass w femle gen org menst,,,FEML
N99.65,Accid punct lacr prostate dur proc,,,MALE
N99.66,Accid punct lacr uterus dur proc,,,FEML
N99.67,Accid punct lacr ovry fall tube dur proc,,,FEML
N99.68,Accid punct lacr testis during procedure,,,MALE
N99.84,Residual ovary syndrome,,,FEML
Q50.00,Congenital absence of ovary unsp,,,FEML
Q50.01,Congenital absence of ovary unilateral,,,FEML
Q50.02,Congenital absence of ovary bilateral,,,FEML
Q50.10,Developmental ovarian cyst unsp,,,FEML
Q50.11,Developmental ovarian cyst single,,,FEML
Q50.12,Developmental ovarian cyst multiple,,,FEML
Q50.2,Congenital torsion of ovary,,,FEML
Q50.30,Cong malformation ovary unspecified,,,FEML
Q50.31,Ovarian streak,,,FEML
Q50.32,Accessory ovary,,,FEML
Q50.39,Oth cong malformations of ovary,,,FEML
Q50.4,Embryonic cyst of fallopian tube,,,FEML
Q50.5,Embryonic cyst of broad ligament,,,FEML
Q50.60,Cong malform fall tbe & brd ligmt ?,,,FEML
Q50.61,Absence fallopian tube & broad ligament,,,FEML
Q50.69,Oth cong malform fall tbe & brd ligmt,,,FEML
Q51.0,Agenesis and aplasia of uterus,,,FEML
Q51.1,Doubling uterus w doubling cervix vagina,,,FEML
Q51.2,Other doubling of uterus,,,FEML
Q51.3,Bicornuate uterus,,,FEML
Q51.4,Unicornuate uterus,,,FEML
Q51.5,Agenesis and aplasia of cervix,,,FEML
Q51.6,Embryonic cyst of cervix,,,FEML
Q51.7,Cong fistulae b uterus digest urin tr,,,FEML
Q51.81,Congenital hypoplasia of uterus,,,FEML
Q51.82,Congenital hypoplasia of cervix,,,FEML
Q51.83,Congenital displacement of uterus,,,FEML
Q51.84,Congenital displacement of cervix,,,FEML
Q51.89,Oth cong malform of uterus & cervix,,,FEML
Q51.9,Cong malformation uterus & cervix unsp,,,FEML
Q52.0,Congenital absence of vagina,,,FEML
Q52.1,Doubling of vagina,,,FEML
Q52.2,Congenital rectovaginal fistula,,,FEML
Q52.3,Imperforate hymen,,,FEML
Q52.40,Cong malformation of vagina unspecified,,,FEML
Q52.41,Congenital atresia of vagina,,,FEML
Q52.42,Embryonic cyst of vagina,,,FEML
Q52.43,Congenital cyst of canal of Nuck,,,FEML
Q52.49,Other congenital malformations of vagina,,,FEML
Q52.5,Fusion of labia,,,FEML
Q52.60,Cong malformation clitoris unspecified,,,FEML
Q52.61,Congenital absence of clitoris,,,FEML
Q52.62,Congenital hypertrophy of clitoris,,,FEML
Q52.69,Oth congenital malformations of clitoris,,,FEML
Q52.70,Congenital malformation of vulva ?,,,FEML
Q52.71,Congenital absence of vulva,,,FEML
Q52.79,Other congenital malformations of vulva,,,FEML
Q52.8,Oth spec cong malform femle genitalia,,,FEML
Q52.9,Cong malformation femle gen unsp,,,FEML
Q53.0,Ectopic testis,,,MALE
Q53.10,"Undescended testicle, uni, unsp site",,,MALE
Q53.11,Undescended testicle uni canalicular,,,MALE
Q53.12,Undescended testicle uni inguinal,,,MALE
Q53.13,Undescended testicle uni intra-abdominal,,,MALE
Q53.20,Undescended testicle bi unspecified site,,,MALE
Q53.21,Undescended testicle bi canalicular,,,MALE
Q53.22,Undescended testicle bi inguinal,,,MALE
Q53.23,Undescended testicle bi intra-abdominal,,,MALE
Q53.90,Undscd testicle ? laterality unsp site,,,MALE
Q53.91,Undscd testicle ? laterality canalicular,,,MALE
Q53.92,Undscd testicle ? laterality inguinal,,,MALE
Q53.93,Undscd testicle ? laterality intra-abdo,,,MALE
Q54.0,Hypospadias balanic,,,MALE
Q54.1,Hypospadias penile,,,MALE
Q54.2,Hypospadias penoscrotal,,,MALE
Q54.3,Hypospadias perineal,,,MALE
Q54.4,Congenital chordee,,,MALE
Q54.8,Other hypospadias,,,MALE
Q54.9,Hypospadias unspecified,,,MALE
Q55.00,Absence and aplasia of testis unsp,,,MALE
Q55.01,Absence and aplasia of testis unilateral,,,MALE
Q55.02,Absence and aplasia of testis bilateral,,,MALE
Q55.11,Hypoplasia of testis,,,MALE
Q55.12,Hypoplasia of scrotum,,,MALE
Q55.20,Cong malform of testis and scrotum ?,,,MALE
Q55.21,Retractile testis,,,MALE
Q55.22,Bifid scrotum,,,MALE
Q55.23,Absence of scrotum,,,MALE
Q55.24,Polyorchism,,,MALE
Q55.29,Other cong malform of testis or scrotum,,,MALE
Q55.3,Atresia of vas deferens,,,MALE
Q55.40,? malform vas epid sem ves prostate,,,MALE
Q55.41,Congenital malformations of vas deferens,,,MALE
Q55.42,Congenital malformations of epididymis,,,MALE
Q55.43,Cong malformations of seminal vesicles,,,MALE
Q55.44,Congenital malformations of prostate,,,MALE
Q55.5,Congenital absence and aplasia of penis,,,MALE
Q55.60,Congenital malformation of penis ?,,,MALE
Q55.61,Congenital circumcision,,,MALE
Q55.62,Congenital dysplasia of penis,,,MALE
Q55.63,Congenital curvature of penis,,,MALE
Q55.64,Congenital hooded prepuce,,,MALE
Q55.65,Congenital hypoplasia of penis,,,MALE
Q55.69,Other congenital malform of penis,,,MALE
Q55.8,Oth spec cong malform male gen org,,,MALE
Q55.9,Cong malformation male gen org unsp,,,MALE
Q64.0,Epispadias,,,MALE
R79.82,Elevated prostate specific antigen,,,MALE
R86.0,Abn level enzymes from male gen org,,,MALE
R86.2,Abn level oth drugs from male gen org,,,MALE
R86.3,Abn level nonmed subs from male gen org,,,MALE
R86.4,Abn immun findings from male gen org,,,MALE
R86.5,Abn microbiol findings from male gen org,,,MALE
R86.6,Abn cytol findings from male gen org,,,MALE
R86.7,Abn histo findings from male gen org,,,MALE
R86.8,Oth abn findings from male gen org,,,MALE
R86.9,Abn find specmn frm male gen org unsp,,,MALE
R87.0,Abn level enzymes from femle gen org,,,FEML
R87.1,Abn level hormones from femle gen org,,,FEML
R87.2,Abn level oth drugs from femle gen org,,,FEML
R87.3,Abn level nonmed subs femle gen org,,,FEML
R87.4,Abn immun findings from femle gen org,,,FEML
R87.5,Abn microbiol finding from femle gen org,,,FEML
R87.6,Abn cytol findings from femle gen org,,,FEML
R87.7,Abn histo findings from femle gen org,,,FEML
R87.8,Oth abn findings from femle gen org,,,FEML
R87.9,Abn find specmn frm femle gen org unsp,,,FEML
R93.51,Abn findings on dx imaging of uterus,,,FEML
S30.21,Contusion of male ext genital organs,,,MALE
S30.22,Contusion of female ext genital organs,,,FEML
S31.2,Open wound of penis,,,MALE
S31.3,Open wound of scrotum and testes,,,MALE
S31.4,Open wound of vagina and vulva,,,FEML
S31.51,Open wnd oth & unsp ext male gen organs,,,MALE
S31.52,Open wnd oth & unsp ext femle gen organs,,,FEML
S37.32,Injury of penile urethra,,,MALE
S37.33,Injury of prostatic urethra,,,MALE
S37.4,Injury of ovary,,,FEML
S37.5,Injury of fallopian tube,,,FEML
S37.6,Injury of uterus,,,FEML
S37.71,Injury of multiple male pelvic organs,,,MALE
S37.72,Injury of multiple female pelvic organs,,,FEML
S37.82,Injury of prostate,,,MALE
S37.83,Injury of seminal vesicle,,,MALE
S37.84,Injury of vas deferens,,,MALE
S37.85,Injury of other male pelvic organ,,,MALE
S37.86,Injury of other female pelvic organ,,,FEML
S38.01,Crushing inj of ext male genital org,,,MALE
S38.02,Crushing inj of ext female genital org,,,FEML
S38.21,Traum amputatn male ext genital org,,,MALE
S38.22,Traumc amputatn female ext genital org,,,FEML
T19.2,Foreign body in vulva and vagina,,,FEML
T19.3,Foreign body in uterus [any part],,,FEML
T19.81,FB in oth mult parts male GU tract,,,MALE
T19.82,FB in oth mult parts female GU tract,,,FEML
T83.41,Mech comp oth prosth dev impl male GT,,,MALE
T83.42,Mech comp oth prosth dev impl female GT,,,FEML
T83.61,Infectn inf dt prosth dev impl male GT,,,MALE
T83.62,Infectn inf dt prosth dev impl female GT,,,FEML
Z01.4,Gynaecological exam (general)(routine),,,FEML
Z12.4,Specl screen exam neoplasm of cervix,,,FEML
Z12.5,Specl screen exam neoplasm of prostate,,,MALE
Z30.21,Male sterilisation intervention,,,MALE
Z30.22,Female sterilisation intervention,,,FEML
Z31.01,Admssn for revs male strlisn intervtn,,,MALE
Z31.02,Admssn for revs femle strlisn intervtn,,,FEML
Z31.1,Artificial insemination,,,FEML
Z31.2,In vitro fertilisation,,,FEML
Z31.31,Oth asst fertil meth ass w male RS,,,MALE
Z31.32,Oth asst fertil meth ass w female RS,,,FEML
Z31.41,Procrtv investgtn & testing of male RS,,,MALE
Z31.42,Procrtv investgtn & testing of female RS,,,FEML
Z31.81,Oth procrtv mgmt ass w male reprod sys,,,MALE
Z31.82,Oth procrtv mgm ass w female reprod sys,,,FEML
Z40.01,Prophyltc surg risks malg neoplasm ovary,,,FEML
Z87.5,Persl h/o comp preg brth puerperium,,,FEML
Z91.7,Persl h/o female genital mutilation,,,FEML
